,Host_ID,Time,Frame_ID,Host_vel,H_Lane_ID,H_local_y,H_local_y_ts,Preceding_ID,Preceding_vel,P_Lane_ID,P_local_y_ts,Distance_Diff_Ts,Distance_Diff
0,68,11631180.0,994,38.1085344,1,471.38630639999997,498.8079432,96,0.0,1.0,586.6159464000001,87.80800320000009,115.22964000000013
1,68,11631181.0,995,38.1633984,1,472.4604216,499.64065680000004,96,0.0,1.0,586.6257,86.9850432,114.16527840000003
2,68,11631182.0,996,37.801296,1,473.523564,500.49927840000004,96,0.0,1.0,586.634844,86.1355656,113.11128000000002
3,68,11631183.0,997,37.0002816,1,474.5708568,501.35668080000005,96,0.0,1.0,586.6442928,85.28761199999997,112.07343600000002
4,68,11631184.0,998,35.5408992,1,475.5770016,502.1851272,96,0.0,1.0,586.6534368,84.4683096,111.07643519999999
5,68,11631185.0,999,33.203692800000006,1,476.5209672,502.99772400000006,96,0.0,1.0,586.6628856000001,83.66516160000003,110.14191840000012
6,68,11631186.0,1000,30.405628800000002,1,477.4000104,503.80392000000006,96,0.0,1.0,586.6720296000001,82.86810960000003,109.2720192000001
7,68,11631187.0,1001,28.474416,1,478.2272376,504.6110304,96,0.0,1.0,586.6814784000001,82.07044800000006,108.45424080000004
8,68,11631210.0,1024,30.065472000000003,1,498.8079432,522.7310856,96,0.32918400000000003,1.0,586.8948384,64.1637528,88.08689520000001
9,68,11631211.0,1025,30.3178464,1,499.64065680000004,523.50162,96,0.34015680000000004,1.0,586.9042872,63.402667199999996,87.26363039999995
10,68,11631212.0,1026,30.5153568,1,500.49927840000004,524.2675824,96,0.34015680000000004,1.0,586.9134312,62.64584879999995,86.41415279999995
11,68,11631213.0,1027,30.208118400000004,1,501.35668080000005,525.0298872000001,96,0.32918400000000003,1.0,586.9225752,61.89268799999991,85.56589439999993
12,68,11631214.0,1028,29.670451200000002,1,502.1851272,525.798288,96,0.34015680000000004,1.0,586.9320240000001,61.13373600000011,84.74689680000006
13,68,11631215.0,1029,29.319321600000002,1,502.99772400000006,526.5529728,96,0.34015680000000004,1.0,586.9411680000001,60.38819520000004,83.943444
14,68,11631216.0,1030,29.154729600000003,1,503.80392000000006,527.2783968,96,0.32918400000000003,1.0,586.9506168,59.67222000000004,83.14669679999997
15,68,11631217.0,1031,29.132784,1,504.6110304,527.9934576,96,0.32918400000000003,1.0,586.9597608,58.96630319999997,82.34873040000002
16,68,11631218.0,1032,29.1437568,1,505.4199696,528.7216248000001,96,0.32918400000000003,1.0,586.9692096,58.24758479999991,81.54924
